form,name,author,lang,preview,description
forms/line-carousel-1.html,多頁訊息 1,taichunmin,zh_TW,https://i.imgur.com/0pbirUY.png,來自 LINE 的樣板，最多 12 張卡片，很適合用來製作廣告傳單。
